"filename","qmos","sd","votes","artifacts","blur","contrast","colors","other","degraded.amount"
"826373.jpg",3.953125,1.03017470393857,64,0.046875,0.046875,0.234375,0.109375,0,0.0875
"2017266.jpg",3.88135593220339,0.811230350438655,59,0.11864406779661,0.0847457627118644,0.0338983050847458,0.11864406779661,0,0.0711864406779661
"2190310.jpg",3.640625,0.91490631838925,64,0.046875,0.140625,0.03125,0.046875,0,0.053125
"2704811.jpg",3.26229508196721,0.892592466624836,61,0.0983606557377049,0.278688524590164,0.0655737704918033,0,0,0.0885245901639344
"3039024.jpg",3,0.953462589245592,45,0.0444444444444444,0.488888888888889,0.0444444444444444,0.0444444444444444,0,0.124444444444444
"3615562.jpg",2.40322580645161,0.913642994799424,62,0.387096774193548,0.483870967741935,0.17741935483871,0.0967741935483871,0,0.229032258064516
"3620726.jpg",2.328125,0.89184466403175,64,0.21875,0.515625,0.203125,0.265625,0,0.240625
"3628043.jpg",3.91803278688525,0.822497861541559,61,0.114754098360656,0.0327868852459016,0.19672131147541,0.0655737704918033,0,0.0819672131147541
"4947244.jpg",2.77586206896552,0.99195188494441,58,0.224137931034483,0.344827586206897,0.206896551724138,0.5,0,0.255172413793103
"5076506.jpg",4.1551724137931,0.555726934647149,58,0.0862068965517241,0.0172413793103448,0.0344827586206897,0.0344827586206897,0,0.0344827586206897
"5129172.jpg",2.01818181818182,0.732598346094459,55,0.254545454545455,0.636363636363636,0.2,0.145454545454545,0,0.247272727272727
"5354698.jpg",3.98333333333333,0.79172985177527,60,0,0.216666666666667,0.0166666666666667,0.0166666666666667,0,0.05
"5962747.jpg",2.36065573770492,0.837312902190611,61,0.0819672131147541,0.754098360655738,0.163934426229508,0.0491803278688525,0,0.20983606557377
"6596306.jpg",3.01694915254237,0.91898604964326,59,0.23728813559322,0.389830508474576,0.169491525423729,0.101694915254237,0,0.179661016949153
"6841095.jpg",2.484375,0.872729480441532,64,0.234375,0.59375,0.1875,0.15625,0,0.234375
"7162655.jpg",4.06666666666667,0.756142455116348,60,0.05,0.1,0.05,0.0166666666666667,0,0.0433333333333333
"7583515.jpg",2.72881355932203,0.715120160498154,59,0.23728813559322,0.525423728813559,0.186440677966102,0.0847457627118644,0,0.206779661016949
"7924366.jpg",1.72413793103448,0.669985688463956,58,0.172413793103448,0.896551724137931,0.0862068965517241,0.155172413793103,0,0.262068965517241
"9813135.jpg",3.54385964912281,0.983255805957877,57,0.0350877192982456,0.280701754385965,0.12280701754386,0.0526315789473684,0,0.0982456140350877
"9814999.jpg",3.17543859649123,0.826412362857496,57,0.087719298245614,0.491228070175439,0.0350877192982456,0.0350877192982456,0,0.129824561403509
"9935622.jpg",3,0.816496580927726,64,0.046875,0.546875,0.125,0.046875,0,0.153125
"10325321.jpg",4,0.735980072193987,49,0.0816326530612245,0.102040816326531,0.0204081632653061,0.102040816326531,0,0.0612244897959184
"10458591.jpg",3.35185185185185,0.804642365357791,54,0.0555555555555556,0.296296296296296,0.111111111111111,0.0740740740740741,0,0.107407407407407
"10856757.jpg",2.69491525423729,0.876006559732478,59,0.135593220338983,0.457627118644068,0.135593220338983,0.152542372881356,0,0.176271186440678
"11706252.jpg",2.83870967741935,1.05882007306148,62,0.225806451612903,0.32258064516129,0.193548387096774,0.0806451612903226,0,0.164516129032258
"12949713.jpg",4.453125,0.640676415861603,64,0.046875,0.015625,0.0625,0.046875,0,0.034375
"13325497.jpg",3.78333333333333,0.865372784698696,60,0.1,0.166666666666667,0.116666666666667,0.05,0.0166666666666667,0.09
"14092652.jpg",4.11475409836066,0.776710170220907,61,0.0655737704918033,0.147540983606557,0.0655737704918033,0.0163934426229508,0,0.059016393442623
"14898266.jpg",2.81818181818182,1.00168208697521,55,0.163636363636364,0.563636363636364,0.145454545454545,0.0181818181818182,0,0.178181818181818
"15012954.jpg",2.32258064516129,0.864115079395633,62,0.370967741935484,0.32258064516129,0.225806451612903,0.129032258064516,0,0.209677419354839
"16057476.jpg",2.86885245901639,1.04043916746833,61,0.426229508196721,0.0983606557377049,0.114754098360656,0.131147540983607,0.0163934426229508,0.157377049180328
"16079437.jpg",3.28333333333333,0.940459077704159,60,0.116666666666667,0.05,0.216666666666667,0.116666666666667,0,0.1
"16523804.jpg",3.03225806451613,0.922714135002763,62,0.0967741935483871,0.516129032258065,0.129032258064516,0.129032258064516,0,0.174193548387097
"16799807.jpg",2.83606557377049,0.799590058902111,61,0.229508196721311,0.590163934426229,0.0819672131147541,0.0491803278688525,0,0.19016393442623
"17606027.jpg",3.87931034482759,0.751083105801836,58,0.103448275862069,0.0689655172413793,0.0517241379310345,0,0,0.0448275862068966
"18238731.jpg",2.0655737704918,0.749863375533979,61,0.245901639344262,0.573770491803279,0.311475409836066,0.262295081967213,0,0.278688524590164
"18438855.jpg",3.94642857142857,0.818416272324295,56,0.0714285714285714,0.0714285714285714,0.0535714285714286,0.0357142857142857,0,0.0464285714285714
"19300996.jpg",2.46,0.885483840989242,50,0.18,0.42,0.28,0.28,0,0.232
"19502065.jpg",1.45,0.648988783168065,60,0.216666666666667,0.85,0.266666666666667,0.233333333333333,0,0.313333333333333
"19943010.jpg",4.18032786885246,0.741804033450692,61,0.0327868852459016,0.0819672131147541,0.0983606557377049,0.0655737704918033,0,0.0557377049180328
"20079130.jpg",3.0625,0.639320075337979,64,0.09375,0.421875,0.203125,0.109375,0,0.165625
"20522527.jpg",3.84745762711864,0.847177042972188,59,0.0677966101694915,0.220338983050847,0.101694915254237,0.0508474576271186,0,0.088135593220339
"21852937.jpg",2.94642857142857,0.980160336737967,56,0.5,0.25,0.0178571428571429,0.0357142857142857,0,0.160714285714286
"22533278.jpg",3.34545454545455,0.886486652950052,55,0.0545454545454545,0.472727272727273,0.109090909090909,0.127272727272727,0,0.152727272727273
"22848476.jpg",3.51111111111111,0.842674913653545,45,0.0888888888888889,0.111111111111111,0.155555555555556,0.0666666666666667,0.0222222222222222,0.0888888888888889
"22947511.jpg",2.01923076923077,0.851535743331979,52,0.25,0.557692307692308,0.442307692307692,0.538461538461538,0,0.357692307692308
"23371433.jpg",2.87719298245614,0.983255805957877,57,0.105263157894737,0.666666666666667,0.087719298245614,0.0701754385964912,0,0.185964912280702
"25239707.jpg",4.40677966101695,0.590693457690623,59,0,0.0169491525423729,0.0508474576271186,0.0338983050847458,0.0169491525423729,0.023728813559322
"25742613.jpg",1.95454545454545,0.711051619500586,66,0.227272727272727,0.742424242424242,0.151515151515152,0.196969696969697,0,0.263636363636364
"26344318.jpg",2.95238095238095,1.0690449676497,63,0.0634920634920635,0.476190476190476,0.111111111111111,0.126984126984127,0,0.155555555555556
"26842976.jpg",2.90909090909091,1.13748359187106,44,0.113636363636364,0.272727272727273,0.25,0.227272727272727,0,0.172727272727273
"26847054.jpg",3.66666666666667,0.7184212081071,63,0.0634920634920635,0.126984126984127,0.0793650793650794,0.0793650793650794,0,0.0698412698412698
"27896611.jpg",3.45614035087719,0.825274314537651,57,0.087719298245614,0.263157894736842,0.0350877192982456,0.0350877192982456,0,0.0842105263157895
"28173586.jpg",3.73846153846154,0.852879737216125,65,0,0.0461538461538462,0.0307692307692308,0.0307692307692308,0,0.0215384615384615
"28311109.jpg",1.39344262295082,0.736629452859219,61,0.147540983606557,0.573770491803279,0.0819672131147541,0.163934426229508,0,0.19344262295082
