ref_name,dist_name,dmos
Part 1/blurjpeg/babygirl.bmp,Part 1/blurjpeg/babygirl_blur1.bmp,21.57894736842105
Part 1/blurjpeg/babygirl.bmp,Part 1/blurjpeg/babygirl_blur1_jpeg1.bmp,35.78947368421053
Part 1/blurjpeg/babygirl.bmp,Part 1/blurjpeg/babygirl_blur1_jpeg2.bmp,32.63157894736842
Part 1/blurjpeg/babygirl.bmp,Part 1/blurjpeg/babygirl_blur1_jpeg3.bmp,54.31578947368421
Part 1/blurjpeg/babygirl.bmp,Part 1/blurjpeg/babygirl_blur2.bmp,40.0
Part 1/blurjpeg/babygirl.bmp,Part 1/blurjpeg/babygirl_blur2_jpeg1.bmp,52.68421052631579
Part 1/blurjpeg/babygirl.bmp,Part 1/blurjpeg/babygirl_blur2_jpeg2.bmp,51.421052631578945
Part 1/blurjpeg/babygirl.bmp,Part 1/blurjpeg/babygirl_blur2_jpeg3.bmp,46.21052631578947
Part 1/blurjpeg/babygirl.bmp,Part 1/blurjpeg/babygirl_blur3.bmp,60.73684210526316
Part 1/blurjpeg/babygirl.bmp,Part 1/blurjpeg/babygirl_blur3_jpeg1.bmp,54.05263157894737
Part 1/blurjpeg/babygirl.bmp,Part 1/blurjpeg/babygirl_blur3_jpeg2.bmp,59.421052631578945
Part 1/blurjpeg/babygirl.bmp,Part 1/blurjpeg/babygirl_blur3_jpeg3.bmp,66.10526315789474
Part 1/blurjpeg/babygirl.bmp,Part 1/blurjpeg/babygirl_jpeg1.bmp,8.526315789473685
Part 1/blurjpeg/babygirl.bmp,Part 1/blurjpeg/babygirl_jpeg2.bmp,20.263157894736842
Part 1/blurjpeg/babygirl.bmp,Part 1/blurjpeg/babygirl_jpeg3.bmp,42.31578947368421
Part 1/blurjpeg/bikerace.bmp,Part 1/blurjpeg/bikerace_blur1.bmp,43.94736842105263
Part 1/blurjpeg/bikerace.bmp,Part 1/blurjpeg/bikerace_blur1_jpeg1.bmp,49.10526315789474
Part 1/blurjpeg/bikerace.bmp,Part 1/blurjpeg/bikerace_blur1_jpeg2.bmp,46.78947368421053
Part 1/blurjpeg/bikerace.bmp,Part 1/blurjpeg/bikerace_blur1_jpeg3.bmp,54.0
Part 1/blurjpeg/bikerace.bmp,Part 1/blurjpeg/bikerace_blur2.bmp,56.89473684210526
Part 1/blurjpeg/bikerace.bmp,Part 1/blurjpeg/bikerace_blur2_jpeg1.bmp,59.10526315789474
Part 1/blurjpeg/bikerace.bmp,Part 1/blurjpeg/bikerace_blur2_jpeg2.bmp,62.21052631578947
Part 1/blurjpeg/bikerace.bmp,Part 1/blurjpeg/bikerace_blur2_jpeg3.bmp,62.73684210526316
Part 1/blurjpeg/bikerace.bmp,Part 1/blurjpeg/bikerace_blur3.bmp,73.47368421052632
Part 1/blurjpeg/bikerace.bmp,Part 1/blurjpeg/bikerace_blur3_jpeg1.bmp,66.78947368421052
Part 1/blurjpeg/bikerace.bmp,Part 1/blurjpeg/bikerace_blur3_jpeg2.bmp,74.15789473684211
Part 1/blurjpeg/bikerace.bmp,Part 1/blurjpeg/bikerace_blur3_jpeg3.bmp,72.78947368421052
Part 1/blurjpeg/bikerace.bmp,Part 1/blurjpeg/bikerace_jpeg1.bmp,15.105263157894736
Part 1/blurjpeg/bikerace.bmp,Part 1/blurjpeg/bikerace_jpeg2.bmp,18.0
Part 1/blurjpeg/bikerace.bmp,Part 1/blurjpeg/bikerace_jpeg3.bmp,29.736842105263158
Part 1/blurjpeg/cows.bmp,Part 1/blurjpeg/cows_blur1.bmp,40.0
Part 1/blurjpeg/cows.bmp,Part 1/blurjpeg/cows_blur1_jpeg1.bmp,43.1578947368421
Part 1/blurjpeg/cows.bmp,Part 1/blurjpeg/cows_blur1_jpeg2.bmp,41.8421052631579
Part 1/blurjpeg/cows.bmp,Part 1/blurjpeg/cows_blur1_jpeg3.bmp,48.68421052631579
Part 1/blurjpeg/cows.bmp,Part 1/blurjpeg/cows_blur2.bmp,54.21052631578947
Part 1/blurjpeg/cows.bmp,Part 1/blurjpeg/cows_blur2_jpeg1.bmp,56.8421052631579
Part 1/blurjpeg/cows.bmp,Part 1/blurjpeg/cows_blur2_jpeg2.bmp,63.31578947368421
Part 1/blurjpeg/cows.bmp,Part 1/blurjpeg/cows_blur2_jpeg3.bmp,53.10526315789474
Part 1/blurjpeg/cows.bmp,Part 1/blurjpeg/cows_blur3.bmp,65.21052631578948
Part 1/blurjpeg/cows.bmp,Part 1/blurjpeg/cows_blur3_jpeg1.bmp,64.94736842105263
Part 1/blurjpeg/cows.bmp,Part 1/blurjpeg/cows_blur3_jpeg2.bmp,62.89473684210526
Part 1/blurjpeg/cows.bmp,Part 1/blurjpeg/cows_blur3_jpeg3.bmp,60.421052631578945
Part 1/blurjpeg/cows.bmp,Part 1/blurjpeg/cows_jpeg1.bmp,13.368421052631579
Part 1/blurjpeg/cows.bmp,Part 1/blurjpeg/cows_jpeg2.bmp,14.105263157894736
Part 1/blurjpeg/cows.bmp,Part 1/blurjpeg/cows_jpeg3.bmp,21.105263157894736
Part 1/blurjpeg/elephant.bmp,Part 1/blurjpeg/elephant_blur1.bmp,31.94736842105263
Part 1/blurjpeg/elephant.bmp,Part 1/blurjpeg/elephant_blur1_jpeg1.bmp,31.157894736842106
Part 1/blurjpeg/elephant.bmp,Part 1/blurjpeg/elephant_blur1_jpeg2.bmp,39.05263157894737
Part 1/blurjpeg/elephant.bmp,Part 1/blurjpeg/elephant_blur1_jpeg3.bmp,41.26315789473684
Part 1/blurjpeg/elephant.bmp,Part 1/blurjpeg/elephant_blur2.bmp,45.73684210526316
Part 1/blurjpeg/elephant.bmp,Part 1/blurjpeg/elephant_blur2_jpeg1.bmp,47.05263157894737
Part 1/blurjpeg/elephant.bmp,Part 1/blurjpeg/elephant_blur2_jpeg2.bmp,51.89473684210526
Part 1/blurjpeg/elephant.bmp,Part 1/blurjpeg/elephant_blur2_jpeg3.bmp,50.31578947368421
Part 1/blurjpeg/elephant.bmp,Part 1/blurjpeg/elephant_blur3.bmp,59.10526315789474
Part 1/blurjpeg/elephant.bmp,Part 1/blurjpeg/elephant_blur3_jpeg1.bmp,62.421052631578945
Part 1/blurjpeg/elephant.bmp,Part 1/blurjpeg/elephant_blur3_jpeg2.bmp,58.89473684210526
Part 1/blurjpeg/elephant.bmp,Part 1/blurjpeg/elephant_blur3_jpeg3.bmp,65.89473684210526
Part 1/blurjpeg/elephant.bmp,Part 1/blurjpeg/elephant_jpeg1.bmp,5.0
Part 1/blurjpeg/elephant.bmp,Part 1/blurjpeg/elephant_jpeg2.bmp,17.894736842105264
Part 1/blurjpeg/elephant.bmp,Part 1/blurjpeg/elephant_jpeg3.bmp,18.263157894736842
Part 1/blurjpeg/iceroad.bmp,Part 1/blurjpeg/iceroad_blur1.bmp,36.26315789473684
Part 1/blurjpeg/iceroad.bmp,Part 1/blurjpeg/iceroad_blur1_jpeg1.bmp,35.473684210526315
Part 1/blurjpeg/iceroad.bmp,Part 1/blurjpeg/iceroad_blur1_jpeg2.bmp,38.63157894736842
Part 1/blurjpeg/iceroad.bmp,Part 1/blurjpeg/iceroad_blur1_jpeg3.bmp,38.578947368421055
Part 1/blurjpeg/iceroad.bmp,Part 1/blurjpeg/iceroad_blur2.bmp,47.36842105263158
Part 1/blurjpeg/iceroad.bmp,Part 1/blurjpeg/iceroad_blur2_jpeg1.bmp,54.0
Part 1/blurjpeg/iceroad.bmp,Part 1/blurjpeg/iceroad_blur2_jpeg2.bmp,49.26315789473684
Part 1/blurjpeg/iceroad.bmp,Part 1/blurjpeg/iceroad_blur2_jpeg3.bmp,55.578947368421055
Part 1/blurjpeg/iceroad.bmp,Part 1/blurjpeg/iceroad_blur3.bmp,61.78947368421053
Part 1/blurjpeg/iceroad.bmp,Part 1/blurjpeg/iceroad_blur3_jpeg1.bmp,63.63157894736842
Part 1/blurjpeg/iceroad.bmp,Part 1/blurjpeg/iceroad_blur3_jpeg2.bmp,63.31578947368421
Part 1/blurjpeg/iceroad.bmp,Part 1/blurjpeg/iceroad_blur3_jpeg3.bmp,66.3157894736842
Part 1/blurjpeg/iceroad.bmp,Part 1/blurjpeg/iceroad_jpeg1.bmp,7.473684210526316
Part 1/blurjpeg/iceroad.bmp,Part 1/blurjpeg/iceroad_jpeg2.bmp,7.0
Part 1/blurjpeg/iceroad.bmp,Part 1/blurjpeg/iceroad_jpeg3.bmp,14.68421052631579
Part 1/blurjpeg/lakebuilding.bmp,Part 1/blurjpeg/lakebuilding_blur1.bmp,38.0
Part 1/blurjpeg/lakebuilding.bmp,Part 1/blurjpeg/lakebuilding_blur1_jpeg1.bmp,43.36842105263158
Part 1/blurjpeg/lakebuilding.bmp,Part 1/blurjpeg/lakebuilding_blur1_jpeg2.bmp,49.78947368421053
Part 1/blurjpeg/lakebuilding.bmp,Part 1/blurjpeg/lakebuilding_blur1_jpeg3.bmp,53.421052631578945
Part 1/blurjpeg/lakebuilding.bmp,Part 1/blurjpeg/lakebuilding_blur2.bmp,61.68421052631579
Part 1/blurjpeg/lakebuilding.bmp,Part 1/blurjpeg/lakebuilding_blur2_jpeg1.bmp,60.421052631578945
Part 1/blurjpeg/lakebuilding.bmp,Part 1/blurjpeg/lakebuilding_blur2_jpeg2.bmp,61.05263157894737
Part 1/blurjpeg/lakebuilding.bmp,Part 1/blurjpeg/lakebuilding_blur2_jpeg3.bmp,66.52631578947368
Part 1/blurjpeg/lakebuilding.bmp,Part 1/blurjpeg/lakebuilding_blur3.bmp,69.15789473684211
Part 1/blurjpeg/lakebuilding.bmp,Part 1/blurjpeg/lakebuilding_blur3_jpeg1.bmp,74.36842105263158
Part 1/blurjpeg/lakebuilding.bmp,Part 1/blurjpeg/lakebuilding_blur3_jpeg2.bmp,66.05263157894737
Part 1/blurjpeg/lakebuilding.bmp,Part 1/blurjpeg/lakebuilding_blur3_jpeg3.bmp,75.15789473684211
Part 1/blurjpeg/lakebuilding.bmp,Part 1/blurjpeg/lakebuilding_jpeg1.bmp,10.578947368421053
Part 1/blurjpeg/lakebuilding.bmp,Part 1/blurjpeg/lakebuilding_jpeg2.bmp,19.157894736842106
Part 1/blurjpeg/lakebuilding.bmp,Part 1/blurjpeg/lakebuilding_jpeg3.bmp,21.31578947368421
Part 1/blurjpeg/lunch.bmp,Part 1/blurjpeg/lunch_blur1.bmp,46.526315789473685
Part 1/blurjpeg/lunch.bmp,Part 1/blurjpeg/lunch_blur1_jpeg1.bmp,44.63157894736842
Part 1/blurjpeg/lunch.bmp,Part 1/blurjpeg/lunch_blur1_jpeg2.bmp,52.26315789473684
Part 1/blurjpeg/lunch.bmp,Part 1/blurjpeg/lunch_blur1_jpeg3.bmp,52.68421052631579
Part 1/blurjpeg/lunch.bmp,Part 1/blurjpeg/lunch_blur2.bmp,62.8421052631579
Part 1/blurjpeg/lunch.bmp,Part 1/blurjpeg/lunch_blur2_jpeg1.bmp,62.526315789473685
Part 1/blurjpeg/lunch.bmp,Part 1/blurjpeg/lunch_blur2_jpeg2.bmp,58.89473684210526
Part 1/blurjpeg/lunch.bmp,Part 1/blurjpeg/lunch_blur2_jpeg3.bmp,64.15789473684211
Part 1/blurjpeg/lunch.bmp,Part 1/blurjpeg/lunch_blur3.bmp,68.36842105263158
Part 1/blurjpeg/lunch.bmp,Part 1/blurjpeg/lunch_blur3_jpeg1.bmp,69.6842105263158
Part 1/blurjpeg/lunch.bmp,Part 1/blurjpeg/lunch_blur3_jpeg2.bmp,77.78947368421052
