img_name,mos,std,split,c1,c2,c3,c4,c5,c_total
10004473376.jpg,77.3836206897,0.527277894494,0,0.0,0.0,0.238095238095,0.695238095238,0.0666666666667,105
10007357496.jpg,68.7285714286,0.580003024795,2,0.0,0.03125,0.46875,0.489583333333,0.0104166666667,96
10007903636.jpg,78.6285714286,0.527219618675,0,0.0104166666667,0.0,0.208333333333,0.760416666667,0.0208333333333,96
10009096245.jpg,77.24375,0.556217750099,0,0.0,0.0,0.192660550459,0.688073394495,0.119266055046,109
100117038.jpg,75.1125,0.532859638122,0,0.0,0.01,0.21,0.72,0.06,100
10012398043.jpg,65.1495327103,0.619192992472,0,0.0,0.0679611650485,0.533980582524,0.388349514563,0.00970873786408,103
10013822223.jpg,68.30625,0.531258125582,0,0.0,0.0,0.436363636364,0.545454545455,0.0181818181818,110
10014002683.jpg,64.7627118644,0.650730462458,0,0.0,0.0566037735849,0.433962264151,0.481132075472,0.0283018867925,106
10017119924.jpg,66.2243589744,0.548544347251,0,0.0,0.027027027027,0.522522522523,0.45045045045,0.0,111
10020766793.jpg,81.50625,0.529297934147,2,0.0,0.0,0.100917431193,0.715596330275,0.183486238532,109
10020891105.jpg,56.8297413793,0.445865843302,2,0.0,0.0392156862745,0.78431372549,0.176470588235,0.0,102
10022757465.jpg,71.0154867257,0.596387169277,2,0.0,0.0285714285714,0.304761904762,0.628571428571,0.0380952380952,105
10022844623.jpg,60.925,0.603249467802,0,0.00980392156863,0.0490196078431,0.588235294118,0.352941176471,0.0,102
10027545463.jpg,72.8279816514,0.539274806593,0,0.0,0.0,0.303921568627,0.647058823529,0.0490196078431,102
10027582235.jpg,77.1377118644,0.491687201382,0,0.0,0.0,0.224299065421,0.728971962617,0.0467289719626,107
10029841663.jpg,70.125,0.570670577952,0,0.0,0.0298507462687,0.485074626866,0.477611940299,0.00746268656716,134
10031298826.jpg,50.5681818182,0.523463810781,0,0.00819672131148,0.180327868852,0.737704918033,0.0737704918033,0.0,122
10031913154.jpg,70.5,0.584705756305,0,0.0,0.0298507462687,0.470149253731,0.485074626866,0.0149253731343,134
10039534103.jpg,76.075,0.483915144465,2,0.0,0.0,0.317757009346,0.672897196262,0.00934579439252,107
10041870415.jpg,66.4210526316,0.537520515613,0,0.0,0.0192307692308,0.509615384615,0.471153846154,0.0,104
10043785683.jpg,71.2043269231,0.497974333332,1,0.0,0.0,0.433962264151,0.566037735849,0.0,106
10047832035.jpg,71.8,0.537320082713,0,0.0,0.0,0.376237623762,0.594059405941,0.029702970297,101
10048365153.jpg,58.092920354,0.611280104646,0,0.00990099009901,0.118811881188,0.653465346535,0.217821782178,0.0,101
10050349236.jpg,30.9418103448,0.532846555181,2,0.0588235294118,0.676470588235,0.264705882353,0.0,0.0,102
10058760545.jpg,15.2293577982,0.615949624072,0,0.45,0.48,0.07,0.0,0.0,100
10059344614.jpg,68.6651376147,0.594588390011,1,0.0,0.03,0.46,0.49,0.02,100
10061596254.jpg,59.6418918919,0.534640290117,1,0.0,0.0747663551402,0.691588785047,0.233644859813,0.0,107
10067457634.jpg,78.4390756303,0.44527191065,1,0.0,0.0,0.137614678899,0.798165137615,0.0642201834862,109
10068507976.jpg,57.6548672566,0.540981099909,0,0.0,0.1,0.7,0.2,0.0,110
10068778516.jpg,71.8782608696,0.553601074761,0,0.0,0.00877192982456,0.333333333333,0.622807017544,0.0350877192982,114
10069534975.jpg,73.7222222222,0.508409719675,0,0.0,0.00925925925926,0.314814814815,0.666666666667,0.00925925925926,108
10071864114.jpg,71.9090909091,0.532638100593,0,0.0,0.00892857142857,0.276785714286,0.678571428571,0.0357142857143,112
10075168775.jpg,74.7785714286,0.549887477239,0,0.0,0.00990099009901,0.29702970297,0.653465346535,0.039603960396,101
10077468576.jpg,73.8152173913,0.514305679956,0,0.0,0.0,0.358490566038,0.622641509434,0.0188679245283,106
10077880165.jpg,31.2256637168,0.587380265521,0,0.0833333333333,0.648148148148,0.259259259259,0.00925925925926,0.0,108
10079711433.jpg,59.0625,0.530091494771,0,0.0,0.0833333333333,0.704545454545,0.212121212121,0.0,132
10082923485.jpg,53.2260869565,0.509707848785,1,0.0,0.153846153846,0.740384615385,0.105769230769,0.0,104
10086300493.jpg,68.3026315789,0.591841222578,2,0.0,0.0194174757282,0.47572815534,0.47572815534,0.0291262135922,103
100882570.jpg,65.474789916,0.654811096145,0,0.0,0.0606060606061,0.494949494949,0.414141414141,0.030303030303,99
10089027076.jpg,23.0785714286,0.656991053761,0,0.268518518519,0.611111111111,0.101851851852,0.0185185185185,0.0,108
10089177336.jpg,72.9459459459,0.581224381954,1,0.0,0.00990099009901,0.306930693069,0.623762376238,0.0594059405941,101
10091520555.jpg,33.6443965517,0.537539567904,0,0.0377358490566,0.622641509434,0.339622641509,0.0,0.0,106
10093057603.jpg,63.4955752212,0.563653528279,2,0.0,0.0392156862745,0.539215686275,0.421568627451,0.0,102
10094235786.jpg,62.1559633028,0.489382212075,0,0.0,0.02,0.69,0.29,0.0,100
10110458216.jpg,64.7293577982,0.580055727034,0,0.0,0.04,0.56,0.39,0.01,100
10111411235.jpg,18.4705882353,0.580716241135,0,0.362831858407,0.575221238938,0.0619469026549,0.0,0.0,113
10113730664.jpg,68.8125,0.516561942375,2,0.0,0.0077519379845,0.511627906977,0.480620155039,0.0,129
10115071674.jpg,72.775,0.633073072765,0,0.0,0.0183486238532,0.311926605505,0.587155963303,0.0825688073394,109
10118773964.jpg,53.0733944954,0.546274511198,0,0.0,0.118811881188,0.732673267327,0.138613861386,0.00990099009901,101
10121813934.jpg,65.3980582524,0.693111051999,0,0.0,0.104761904762,0.457142857143,0.419047619048,0.0190476190476,105
10125013364.jpg,31.2711538462,0.596328559628,0,0.0992366412214,0.610687022901,0.290076335878,0.0,0.0,131
10126177964.jpg,70.9078947368,0.610392497512,2,0.0,0.00917431192661,0.440366972477,0.495412844037,0.0550458715596,109
10126857344.jpg,68.7331932773,0.613021764622,0,0.0,0.0526315789474,0.385964912281,0.552631578947,0.00877192982456,114
10130566006.jpg,71.95,0.607307995089,0,0.0,0.00943396226415,0.358490566038,0.566037735849,0.0660377358491,106
10131980434.jpg,61.0279850746,0.566427615171,0,0.00740740740741,0.0592592592593,0.666666666667,0.266666666667,0.0,135
10133867305.jpg,58.1607142857,0.520636409659,0,0.0,0.0571428571429,0.695238095238,0.247619047619,0.0,105
